Country,date,vaccine,total_vaccinations
Italy,2021/9/27,Johnson&Johnson,1473878
Italy,2021/9/27,Moderna,10578260
Italy,2021/9/27,Oxford/AstraZeneca,12146716
Italy,2021/9/27,Pfizer/BioNTech,60057623
Italy,2021/9/28,Johnson&Johnson,1474715
Italy,2021/9/28,Moderna,10612510
Italy,2021/9/28,Oxford/AstraZeneca,12147332
Italy,2021/9/28,Pfizer/BioNTech,60222107
Italy,2021/9/29,Johnson&Johnson,1475443
Italy,2021/9/29,Moderna,10647628
Italy,2021/9/29,Oxford/AstraZeneca,12147982
Italy,2021/9/29,Pfizer/BioNTech,60380756
Italy,2021/9/30,Johnson&Johnson,1476801
Italy,2021/9/30,Moderna,10685863
Italy,2021/9/30,Oxford/AstraZeneca,12148787
Italy,2021/9/30,Pfizer/BioNTech,60537975
Italy,2021/10/1,Johnson&Johnson,1477277
Italy,2021/10/1,Moderna,10717958
Italy,2021/10/1,Oxford/AstraZeneca,12149289
Italy,2021/10/1,Pfizer/BioNTech,60679056
Italy,2021/10/2,Johnson&Johnson,1477784
Italy,2021/10/2,Moderna,10744537
Italy,2021/10/2,Oxford/AstraZeneca,12149691
Italy,2021/10/2,Pfizer/BioNTech,60799968
Italy,2021/10/3,Johnson&Johnson,1478053
Italy,2021/10/3,Moderna,10757770
Italy,2021/10/3,Oxford/AstraZeneca,12149913
Italy,2021/10/3,Pfizer/BioNTech,60866464
Italy,2021/10/4,Johnson&Johnson,1478501
Italy,2021/10/4,Moderna,10783903
Italy,2021/10/4,Oxford/AstraZeneca,12150347
Italy,2021/10/4,Pfizer/BioNTech,61008813
Italy,2021/10/5,Johnson&Johnson,1479005
Italy,2021/10/5,Moderna,10810223
Italy,2021/10/5,Oxford/AstraZeneca,12150715
Italy,2021/10/5,Pfizer/BioNTech,61142925
Italy,2021/10/6,Johnson&Johnson,1479496
Italy,2021/10/6,Moderna,10835895
Italy,2021/10/6,Oxford/AstraZeneca,12151054
Italy,2021/10/6,Pfizer/BioNTech,61270589
Italy,2021/10/7,Johnson&Johnson,1480049
Italy,2021/10/7,Moderna,10862319
Italy,2021/10/7,Oxford/AstraZeneca,12151439
Italy,2021/10/7,Pfizer/BioNTech,61399087
Italy,2021/10/8,Johnson&Johnson,1480641
Italy,2021/10/8,Moderna,10889656
Italy,2021/10/8,Oxford/AstraZeneca,12151795
Italy,2021/10/8,Pfizer/BioNTech,61537080
Italy,2021/10/9,Johnson&Johnson,1481266
Italy,2021/10/9,Moderna,10911573
Italy,2021/10/9,Oxford/AstraZeneca,12152060
Italy,2021/10/9,Pfizer/BioNTech,61656856
Japan,2021/2/17,Pfizer/BioNTech,125
Japan,2021/2/18,Pfizer/BioNTech,611
Japan,2021/2/19,Pfizer/BioNTech,5039
Japan,2021/2/22,Pfizer/BioNTech,11934
Japan,2021/2/24,Pfizer/BioNTech,17888
Japan,2021/2/25,Pfizer/BioNTech,21896
Japan,2021/2/26,Pfizer/BioNTech,28530
Japan,2021/3/1,Pfizer/BioNTech,31785
Japan,2021/3/2,Pfizer/BioNTech,34772
Japan,2021/3/3,Pfizer/BioNTech,37303
Japan,2021/3/4,Pfizer/BioNTech,39174
Japan,2021/3/5,Pfizer/BioNTech,46469
Japan,2021/3/8,Pfizer/BioNTech,70796
Japan,2021/3/9,Pfizer/BioNTech,107558
Japan,2021/3/10,Pfizer/BioNTech,148950
Japan,2021/3/11,Pfizer/BioNTech,181184
Japan,2021/3/12,Pfizer/BioNTech,230542
Japan,2021/3/15,Pfizer/BioNTech,290275
Japan,2021/3/16,Pfizer/BioNTech,359191
Japan,2021/3/17,Pfizer/BioNTech,437485
Japan,2021/3/18,Pfizer/BioNTech,508702
Japan,2021/3/19,Pfizer/BioNTech,578835
Japan,2021/3/22,Pfizer/BioNTech,652698
Japan,2021/3/23,Pfizer/BioNTech,699126
Japan,2021/3/24,Pfizer/BioNTech,741180
Japan,2021/3/25,Pfizer/BioNTech,775122
Japan,2021/3/26,Pfizer/BioNTech,822869
Japan,2021/3/29,Pfizer/BioNTech,890662
Japan,2021/3/30,Pfizer/BioNTech,949731
Japan,2021/3/31,Pfizer/BioNTech,1002739
Japan,2021/4/1,Pfizer/BioNTech,1050112
Japan,2021/4/2,Pfizer/BioNTech,1096698
Japan,2021/4/5,Pfizer/BioNTech,1196884
Japan,2021/4/6,Pfizer/BioNTech,1288566
Japan,2021/4/7,Pfizer/BioNTech,1393108
Japan,2021/4/8,Pfizer/BioNTech,1487606
Japan,2021/4/9,Pfizer/BioNTech,1592517
Japan,2021/4/12,Pfizer/BioNTech,1694191
Japan,2021/4/13,Pfizer/BioNTech,1752419
Japan,2021/4/14,Pfizer/BioNTech,1808495
Japan,2021/4/15,Pfizer/BioNTech,1870352
Japan,2021/4/16,Pfizer/BioNTech,1951691
Japan,2021/4/17,Pfizer/BioNTech,1960253
Japan,2021/4/18,Pfizer/BioNTech,1968952
Japan,2021/4/19,Pfizer/BioNTech,2124028
Japan,2021/4/20,Pfizer/BioNTech,2305110
Japan,2021/4/21,Pfizer/BioNTech,2523714
Japan,2021/4/22,Pfizer/BioNTech,2738010
Japan,2021/4/23,Pfizer/BioNTech,2977156
Japan,2021/4/24,Pfizer/BioNTech,3017983
Japan,2021/4/25,Pfizer/BioNTech,3043542
Japan,2021/4/26,Pfizer/BioNTech,3372956
Japan,2021/4/27,Pfizer/BioNTech,3662687
Japan,2021/4/28,Pfizer/BioNTech,3995987
Japan,2021/4/29,Pfizer/BioNTech,4017511
Japan,2021/4/30,Pfizer/BioNTech,4365615
Japan,2021/5/1,Pfizer/BioNTech,4409136
Japan,2021/5/2,Pfizer/BioNTech,4434292
Japan,2021/5/3,Pfizer/BioNTech,4442528
Japan,2021/5/4,Pfizer/BioNTech,4451668
Japan,2021/5/5,Pfizer/BioNTech,4462316
Japan,2021/5/6,Pfizer/BioNTech,4848177
Japan,2021/5/7,Pfizer/BioNTech,5044329
Japan,2021/5/8,Pfizer/BioNTech,5112955
Japan,2021/5/9,Pfizer/BioNTech,5194727
Japan,2021/5/10,Pfizer/BioNTech,5548009
Japan,2021/5/11,Pfizer/BioNTech,5885055
Japan,2021/5/12,Pfizer/BioNTech,6273284
Japan,2021/5/13,Pfizer/BioNTech,6695597
Japan,2021/5/14,Pfizer/BioNTech,7116487
Japan,2021/5/15,Pfizer/BioNTech,7287316
Japan,2021/5/16,Pfizer/BioNTech,7495054
Japan,2021/5/17,Pfizer/BioNTech,8102078
Japan,2021/5/18,Pfizer/BioNTech,8664931
Japan,2021/5/19,Pfizer/BioNTech,9303184
Japan,2021/5/20,Pfizer/BioNTech,9835661
Japan,2021/5/21,Pfizer/BioNTech,10415253
Japan,2021/5/22,Pfizer/BioNTech,10741001
Japan,2021/5/23,Pfizer/BioNTech,11089889
Japan,2021/5/24,Moderna,10089
Japan,2021/5/24,Pfizer/BioNTech,11861361
Japan,2021/5/25,Moderna,20345
Japan,2021/5/25,Pfizer/BioNTech,12510784
Japan,2021/5/26,Moderna,31984
Japan,2021/5/26,Pfizer/BioNTech,13219289
Japan,2021/5/27,Moderna,44416
Japan,2021/5/27,Pfizer/BioNTech,13940866
Japan,2021/5/28,Moderna,58817
Japan,2021/5/28,Pfizer/BioNTech,14655525
Japan,2021/5/29,Moderna,74332
Japan,2021/5/29,Pfizer/BioNTech,15167876
Japan,2021/5/30,Moderna,90220
Japan,2021/5/30,Pfizer/BioNTech,15676616
Japan,2021/5/31,Moderna,109124
Japan,2021/5/31,Pfizer/BioNTech,16550669
Japan,2021/6/1,Moderna,128420
Japan,2021/6/1,Pfizer/BioNTech,17433942
Japan,2021/6/2,Moderna,148354
Japan,2021/6/2,Pfizer/BioNTech,18363721
Japan,2021/6/3,Moderna,168443
Japan,2021/6/3,Pfizer/BioNTech,19279287
Japan,2021/6/4,Moderna,189589
Japan,2021/6/4,Pfizer/BioNTech,20173122
Japan,2021/6/5,Moderna,209958
Japan,2021/6/5,Pfizer/BioNTech,20886905
Japan,2021/6/6,Moderna,232750
Japan,2021/6/6,Pfizer/BioNTech,21599885
Japan,2021/6/7,Moderna,263871
Japan,2021/6/7,Pfizer/BioNTech,22643952
Japan,2021/6/8,Moderna,294027
Japan,2021/6/8,Pfizer/BioNTech,23705620
Japan,2021/6/9,Moderna,322408
Japan,2021/6/9,Pfizer/BioNTech,24810223
Japan,2021/6/10,Moderna,353184
Japan,2021/6/10,Pfizer/BioNTech,25882286
Japan,2021/6/11,Moderna,383991
Japan,2021/6/11,Pfizer/BioNTech,26937150
Japan,2021/6/12,Moderna,416796
Japan,2021/6/12,Pfizer/BioNTech,27820931
Japan,2021/6/13,Moderna,450330
Japan,2021/6/13,Pfizer/BioNTech,28691501
Japan,2021/6/14,Moderna,485436
Japan,2021/6/14,Pfizer/BioNTech,29863084
Japan,2021/6/15,Moderna,517629
Japan,2021/6/15,Pfizer/BioNTech,31046524
Japan,2021/6/16,Moderna,550581
Japan,2021/6/16,Pfizer/BioNTech,32267486
Japan,2021/6/17,Moderna,586873
Japan,2021/6/17,Pfizer/BioNTech,33493077
Japan,2021/6/18,Moderna,618288
Japan,2021/6/18,Pfizer/BioNTech,34672198
Japan,2021/6/19,Moderna,655187
Japan,2021/6/19,Pfizer/BioNTech,35711963
Japan,2021/6/20,Moderna,694623
Japan,2021/6/20,Pfizer/BioNTech,36748404
Japan,2021/6/21,Moderna,757247
Japan,2021/6/21,Pfizer/BioNTech,38013585
Japan,2021/6/22,Moderna,815512
Japan,2021/6/22,Pfizer/BioNTech,39301052
Japan,2021/6/23,Moderna,876887
Japan,2021/6/23,Pfizer/BioNTech,40622902
Japan,2021/6/24,Moderna,931418
Japan,2021/6/24,Pfizer/BioNTech,41935996
Japan,2021/6/25,Moderna,995866
Japan,2021/6/25,Pfizer/BioNTech,43232664
Japan,2021/6/26,Moderna,1057990
Japan,2021/6/26,Pfizer/BioNTech,44428400
Japan,2021/6/27,Moderna,1120331
Japan,2021/6/27,Pfizer/BioNTech,45612807
Japan,2021/6/28,Moderna,1202251
Japan,2021/6/28,Pfizer/BioNTech,46917782
Japan,2021/6/29,Moderna,1285594
Japan,2021/6/29,Pfizer/BioNTech,48255821
Japan,2021/6/30,Moderna,1374054
Japan,2021/6/30,Pfizer/BioNTech,49592814
Japan,2021/7/1,Moderna,1461590
Japan,2021/7/1,Pfizer/BioNTech,50701677
Japan,2021/7/2,Moderna,1551670
Japan,2021/7/2,Pfizer/BioNTech,51747435
Japan,2021/7/3,Moderna,1652274
Japan,2021/7/3,Pfizer/BioNTech,52983088
Japan,2021/7/4,Moderna,1738278
Japan,2021/7/4,Pfizer/BioNTech,54165967
Japan,2021/7/5,Moderna,1852346
Japan,2021/7/5,Pfizer/BioNTech,55494393
Japan,2021/7/6,Moderna,1961607
Japan,2021/7/6,Pfizer/BioNTech,56857150
Japan,2021/7/7,Moderna,2071567
Japan,2021/7/7,Pfizer/BioNTech,58210908
Japan,2021/7/8,Moderna,2189462
Japan,2021/7/8,Pfizer/BioNTech,59542374
Japan,2021/7/9,Moderna,2311522
Japan,2021/7/9,Pfizer/BioNTech,60858993
Japan,2021/7/10,Moderna,2444569
Japan,2021/7/10,Pfizer/BioNTech,62180920
Japan,2021/7/11,Moderna,2562935
Japan,2021/7/11,Pfizer/BioNTech,63327983
Japan,2021/7/12,Moderna,2694487
Japan,2021/7/12,Pfizer/BioNTech,64563060
Japan,2021/7/13,Moderna,2825239
Japan,2021/7/13,Pfizer/BioNTech,65794922
Japan,2021/7/14,Moderna,2949342
Japan,2021/7/14,Pfizer/BioNTech,67026586
Japan,2021/7/15,Moderna,3071646
Japan,2021/7/15,Pfizer/BioNTech,68220083
Japan,2021/7/16,Moderna,3197502
Japan,2021/7/16,Pfizer/BioNTech,69415761
Japan,2021/7/17,Moderna,3323965
Japan,2021/7/17,Pfizer/BioNTech,70617414
Japan,2021/7/18,Moderna,3442470
Japan,2021/7/18,Pfizer/BioNTech,71691340
Japan,2021/7/19,Moderna,3594456
Japan,2021/7/19,Pfizer/BioNTech,72565446
Japan,2021/7/20,Moderna,3742299
Japan,2021/7/20,Pfizer/BioNTech,73694601
Japan,2021/7/21,Moderna,3898766
Japan,2021/7/21,Pfizer/BioNTech,74787316
Japan,2021/7/22,Moderna,4006790
Japan,2021/7/22,Pfizer/BioNTech,75223041
Japan,2021/7/23,Moderna,4112667
Japan,2021/7/23,Pfizer/BioNTech,75524890
Japan,2021/7/24,Moderna,4257016
Japan,2021/7/24,Pfizer/BioNTech,76492896
Japan,2021/7/25,Moderna,4395332
Japan,2021/7/25,Pfizer/BioNTech,77390382
Japan,2021/7/26,Moderna,4549315
Japan,2021/7/26,Pfizer/BioNTech,78438509
Japan,2021/7/27,Moderna,4702489
Japan,2021/7/27,Pfizer/BioNTech,79516259
Japan,2021/7/28,Moderna,4844563
Japan,2021/7/28,Pfizer/BioNTech,80604819
Japan,2021/7/29,Moderna,4984585
Japan,2021/7/29,Pfizer/BioNTech,81656734
Japan,2021/7/30,Moderna,5130661
Japan,2021/7/30,Pfizer/BioNTech,82700623
Japan,2021/7/31,Moderna,5276633
Japan,2021/7/31,Pfizer/BioNTech,83804919
Japan,2021/8/1,Moderna,5396425
Japan,2021/8/1,Pfizer/BioNTech,84627215
Japan,2021/8/2,Moderna,5506545
Japan,2021/8/2,Pfizer/BioNTech,85373829
Japan,2021/8/3,Moderna,5605114
Japan,2021/8/3,Pfizer/BioNTech,86092639
Japan,2021/8/4,Moderna,5687427
Japan,2021/8/4,Pfizer/BioNTech,86647668
South Korea,2021/2/26,Moderna,5696
South Korea,2021/2/26,Oxford/AstraZeneca,20578
South Korea,2021/2/26,Pfizer/BioNTech,662
South Korea,2021/2/27,Johnson&Johnson,10
South Korea,2021/2/27,Moderna,5715
South Korea,2021/2/27,Oxford/AstraZeneca,21687
South Korea,2021/2/27,Pfizer/BioNTech,1002
South Korea,2021/2/28,Johnson&Johnson,10
South Korea,2021/2/28,Moderna,5720
South Korea,2021/2/28,Oxford/AstraZeneca,22265
South Korea,2021/2/28,Pfizer/BioNTech,1302
South Korea,2021/3/1,Johnson&Johnson,13
South Korea,2021/3/1,Moderna,5786
South Korea,2021/3/1,Oxford/AstraZeneca,23459
South Korea,2021/3/1,Pfizer/BioNTech,1614
South Korea,2021/3/2,Johnson&Johnson,14
South Korea,2021/3/2,Moderna,5838
South Korea,2021/3/2,Oxford/AstraZeneca,89260
South Korea,2021/3/2,Pfizer/BioNTech,2277
South Korea,2021/3/3,Johnson&Johnson,16
South Korea,2021/3/3,Moderna,5897
South Korea,2021/3/3,Oxford/AstraZeneca,157488
South Korea,2021/3/3,Pfizer/BioNTech,3522
South Korea,2021/3/4,Johnson&Johnson,17
South Korea,2021/3/4,Moderna,6135
South Korea,2021/3/4,Oxford/AstraZeneca,226671
South Korea,2021/3/4,Pfizer/BioNTech,4721
South Korea,2021/3/5,Johnson&Johnson,17
South Korea,2021/3/5,Moderna,6388
South Korea,2021/3/5,Oxford/AstraZeneca,295747
South Korea,2021/3/5,Pfizer/BioNTech,6155
South Korea,2021/3/6,Johnson&Johnson,19
South Korea,2021/3/6,Moderna,6398
South Korea,2021/3/6,Oxford/AstraZeneca,313767
South Korea,2021/3/6,Pfizer/BioNTech,6182
South Korea,2021/3/7,Johnson&Johnson,20
South Korea,2021/3/7,Moderna,6406
South Korea,2021/3/7,Oxford/AstraZeneca,315849
South Korea,2021/3/7,Pfizer/BioNTech,6195
South Korea,2021/3/8,Johnson&Johnson,20
South Korea,2021/3/8,Moderna,6552
South Korea,2021/3/8,Oxford/AstraZeneca,382135
South Korea,2021/3/8,Pfizer/BioNTech,7404
South Korea,2021/3/9,Johnson&Johnson,22
South Korea,2021/3/9,Moderna,6786
South Korea,2021/3/9,Oxford/AstraZeneca,443387
South Korea,2021/3/9,Pfizer/BioNTech,9592
South Korea,2021/3/10,Johnson&Johnson,239
South Korea,2021/3/10,Moderna,6812
South Korea,2021/3/10,Oxford/AstraZeneca,492492
South Korea,2021/3/10,Pfizer/BioNTech,14555
South Korea,2021/3/11,Johnson&Johnson,406
South Korea,2021/3/11,Moderna,6937
South Korea,2021/3/11,Oxford/AstraZeneca,529820
South Korea,2021/3/11,Pfizer/BioNTech,21736
South Korea,2021/3/12,Johnson&Johnson,556
South Korea,2021/3/12,Moderna,7034
South Korea,2021/3/12,Oxford/AstraZeneca,561669
South Korea,2021/3/12,Pfizer/BioNTech,28037
South Korea,2021/3/13,Johnson&Johnson,569
South Korea,2021/3/13,Moderna,7054
South Korea,2021/3/13,Oxford/AstraZeneca,564970
South Korea,2021/3/13,Pfizer/BioNTech,28623
South Korea,2021/3/14,Johnson&Johnson,574
South Korea,2021/3/14,Moderna,7067
South Korea,2021/3/14,Oxford/AstraZeneca,566088
South Korea,2021/3/14,Pfizer/BioNTech,28719
South Korea,2021/3/15,Johnson&Johnson,1368
South Korea,2021/3/15,Moderna,7095
South Korea,2021/3/15,Oxford/AstraZeneca,577962
South Korea,2021/3/15,Pfizer/BioNTech,29380
South Korea,2021/3/16,Johnson&Johnson,1915
South Korea,2021/3/16,Moderna,7144
South Korea,2021/3/16,Oxford/AstraZeneca,590167
South Korea,2021/3/16,Pfizer/BioNTech,36056
South Korea,2021/3/17,Johnson&Johnson,2417
South Korea,2021/3/17,Moderna,7196
South Korea,2021/3/17,Oxford/AstraZeneca,600008
South Korea,2021/3/17,Pfizer/BioNTech,46088
South Korea,2021/3/18,Johnson&Johnson,2665
South Korea,2021/3/18,Moderna,7325
South Korea,2021/3/18,Oxford/AstraZeneca,610352
South Korea,2021/3/18,Pfizer/BioNTech,55112
South Korea,2021/3/19,Johnson&Johnson,3085
South Korea,2021/3/19,Moderna,7373
South Korea,2021/3/19,Oxford/AstraZeneca,621050
South Korea,2021/3/19,Pfizer/BioNTech,61324
South Korea,2021/3/20,Johnson&Johnson,3090
South Korea,2021/3/20,Moderna,7404
South Korea,2021/3/20,Oxford/AstraZeneca,621311
South Korea,2021/3/20,Pfizer/BioNTech,62665
South Korea,2021/3/21,Johnson&Johnson,3098
South Korea,2021/3/21,Moderna,7416
South Korea,2021/3/21,Oxford/AstraZeneca,621323
South Korea,2021/3/21,Pfizer/BioNTech,62997
South Korea,2021/3/22,Johnson&Johnson,3164
South Korea,2021/3/22,Moderna,7454
South Korea,2021/3/22,Oxford/AstraZeneca,624993
South Korea,2021/3/22,Pfizer/BioNTech,63379
South Korea,2021/3/23,Johnson&Johnson,3303
South Korea,2021/3/23,Moderna,7514
South Korea,2021/3/23,Oxford/AstraZeneca,646792
South Korea,2021/3/23,Pfizer/BioNTech,64060
South Korea,2021/3/24,Johnson&Johnson,3305
South Korea,2021/3/24,Moderna,7554
South Korea,2021/3/24,Oxford/AstraZeneca,677344
South Korea,2021/3/24,Pfizer/BioNTech,65338
South Korea,2021/3/25,Johnson&Johnson,3529
South Korea,2021/3/25,Moderna,7660
South Korea,2021/3/25,Oxford/AstraZeneca,711772
South Korea,2021/3/25,Pfizer/BioNTech,66561
South Korea,2021/3/26,Johnson&Johnson,3680
South Korea,2021/3/26,Moderna,7700
South Korea,2021/3/26,Oxford/AstraZeneca,736561
South Korea,2021/3/26,Pfizer/BioNTech,68080
South Korea,2021/3/27,Johnson&Johnson,3683
South Korea,2021/3/27,Moderna,7730
South Korea,2021/3/27,Oxford/AstraZeneca,737866
South Korea,2021/3/27,Pfizer/BioNTech,68137
South Korea,2021/3/28,Johnson&Johnson,3685
South Korea,2021/3/28,Moderna,7749
South Korea,2021/3/28,Oxford/AstraZeneca,737927
South Korea,2021/3/28,Pfizer/BioNTech,68173
South Korea,2021/3/29,Johnson&Johnson,3689
South Korea,2021/3/29,Moderna,7787
South Korea,2021/3/29,Oxford/AstraZeneca,765891
South Korea,2021/3/29,Pfizer/BioNTech,69182
South Korea,2021/3/30,Johnson&Johnson,3690
South Korea,2021/3/30,Moderna,7929
South Korea,2021/3/30,Oxford/AstraZeneca,795890
South Korea,2021/3/30,Pfizer/BioNTech,71329
South Korea,2021/3/31,Johnson&Johnson,3696
South Korea,2021/3/31,Moderna,7974
South Korea,2021/3/31,Oxford/AstraZeneca,820015
South Korea,2021/3/31,Pfizer/BioNTech,76264
South Korea,2021/4/1,Johnson&Johnson,3714
South Korea,2021/4/1,Moderna,8029
South Korea,2021/4/1,Oxford/AstraZeneca,838493
South Korea,2021/4/1,Pfizer/BioNTech,102793
South Korea,2021/4/2,Johnson&Johnson,4179
South Korea,2021/4/2,Moderna,8082
South Korea,2021/4/2,Oxford/AstraZeneca,857912
South Korea,2021/4/2,Pfizer/BioNTech,129602
South Korea,2021/4/3,Johnson&Johnson,4190
South Korea,2021/4/3,Moderna,8113
South Korea,2021/4/3,Oxford/AstraZeneca,860354
South Korea,2021/4/3,Pfizer/BioNTech,136408
South Korea,2021/4/4,Johnson&Johnson,4196
South Korea,2021/4/4,Moderna,8134
South Korea,2021/4/4,Oxford/AstraZeneca,860423
South Korea,2021/4/4,Pfizer/BioNTech,137084
South Korea,2021/4/5,Johnson&Johnson,5046
South Korea,2021/4/5,Moderna,8169
South Korea,2021/4/5,Oxford/AstraZeneca,874938
South Korea,2021/4/5,Pfizer/BioNTech,159946
South Korea,2021/4/6,Johnson&Johnson,5650
South Korea,2021/4/6,Moderna,8453
South Korea,2021/4/6,Oxford/AstraZeneca,891370
South Korea,2021/4/6,Pfizer/BioNTech,188316
South Korea,2021/4/7,Johnson&Johnson,6631
South Korea,2021/4/7,Moderna,8522
South Korea,2021/4/7,Oxford/AstraZeneca,908212
South Korea,2021/4/7,Pfizer/BioNTech,218615
South Korea,2021/4/8,Johnson&Johnson,7541
South Korea,2021/4/8,Moderna,8800
South Korea,2021/4/8,Oxford/AstraZeneca,915494
South Korea,2021/4/8,Pfizer/BioNTech,258229
South Korea,2021/4/9,Johnson&Johnson,8687
South Korea,2021/4/9,Moderna,8939
South Korea,2021/4/9,Oxford/AstraZeneca,919705
South Korea,2021/4/9,Pfizer/BioNTech,295199
South Korea,2021/4/10,Johnson&Johnson,9083
South Korea,2021/4/10,Moderna,8976
South Korea,2021/4/10,Oxford/AstraZeneca,920295
South Korea,2021/4/10,Pfizer/BioNTech,304646
South Korea,2021/4/11,Johnson&Johnson,9092
South Korea,2021/4/11,Moderna,8994
South Korea,2021/4/11,Oxford/AstraZeneca,920306
South Korea,2021/4/11,Pfizer/BioNTech,305044
South Korea,2021/4/12,Johnson&Johnson,10418
South Korea,2021/4/12,Moderna,9051
South Korea,2021/4/12,Oxford/AstraZeneca,927839
South Korea,2021/4/12,Pfizer/BioNTech,336048
South Korea,2021/4/13,Johnson&Johnson,11233
South Korea,2021/4/13,Moderna,9103
South Korea,2021/4/13,Oxford/AstraZeneca,940986
South Korea,2021/4/13,Pfizer/BioNTech,367491
South Korea,2021/4/14,Johnson&Johnson,11236
South Korea,2021/4/14,Moderna,9184
South Korea,2021/4/14,Oxford/AstraZeneca,955982
South Korea,2021/4/14,Pfizer/BioNTech,399264
South Korea,2021/4/15,Johnson&Johnson,11241
South Korea,2021/4/15,Moderna,9244
South Korea,2021/4/15,Oxford/AstraZeneca,976238
South Korea,2021/4/15,Pfizer/BioNTech,473006
South Korea,2021/4/16,Johnson&Johnson,11255
South Korea,2021/4/16,Moderna,9328
South Korea,2021/4/16,Oxford/AstraZeneca,1003404
South Korea,2021/4/16,Pfizer/BioNTech,549803
South Korea,2021/4/17,Johnson&Johnson,11258
South Korea,2021/4/17,Moderna,9382
South Korea,2021/4/17,Oxford/AstraZeneca,1004780
South Korea,2021/4/17,Pfizer/BioNTech,578054
South Korea,2021/4/18,Johnson&Johnson,11260
South Korea,2021/4/18,Moderna,9408
South Korea,2021/4/18,Oxford/AstraZeneca,1004796
South Korea,2021/4/18,Pfizer/BioNTech,583008
South Korea,2021/4/19,Johnson&Johnson,11261
South Korea,2021/4/19,Moderna,9465
South Korea,2021/4/19,Oxford/AstraZeneca,1048925
South Korea,2021/4/19,Pfizer/BioNTech,662151
South Korea,2021/4/20,Johnson&Johnson,11262
South Korea,2021/4/20,Moderna,9534
South Korea,2021/4/20,Oxford/AstraZeneca,1098134
South Korea,2021/4/20,Pfizer/BioNTech,744631
South Korea,2021/4/21,Johnson&Johnson,11274
South Korea,2021/4/21,Moderna,9623
South Korea,2021/4/21,Oxford/AstraZeneca,1146507
South Korea,2021/4/21,Pfizer/BioNTech,829372
South Korea,2021/4/22,Johnson&Johnson,11275
South Korea,2021/4/22,Moderna,9785
South Korea,2021/4/22,Oxford/AstraZeneca,1200237
South Korea,2021/4/22,Pfizer/BioNTech,926428
South Korea,2021/4/23,Johnson&Johnson,11283
South Korea,2021/4/23,Moderna,9872
South Korea,2021/4/23,Oxford/AstraZeneca,1283636
South Korea,2021/4/23,Pfizer/BioNTech,1023209
South Korea,2021/4/24,Johnson&Johnson,11284
South Korea,2021/4/24,Moderna,9910
South Korea,2021/4/24,Oxford/AstraZeneca,1317825
South Korea,2021/4/24,Pfizer/BioNTech,1060099
South Korea,2021/4/25,Johnson&Johnson,11285
South Korea,2021/4/25,Moderna,9929
South Korea,2021/4/25,Oxford/AstraZeneca,1319014
South Korea,2021/4/25,Pfizer/BioNTech,1065698
South Korea,2021/4/26,Johnson&Johnson,11295
South Korea,2021/4/26,Moderna,9979
South Korea,2021/4/26,Oxford/AstraZeneca,1376520
South Korea,2021/4/26,Pfizer/BioNTech,1172875
South Korea,2021/4/27,Johnson&Johnson,11302
South Korea,2021/4/27,Moderna,10032
South Korea,2021/4/27,Oxford/AstraZeneca,1449932
South Korea,2021/4/27,Pfizer/BioNTech,1298486
South Korea,2021/4/28,Johnson&Johnson,11309
South Korea,2021/4/28,Moderna,10097
South Korea,2021/4/28,Oxford/AstraZeneca,1550453
South Korea,2021/4/28,Pfizer/BioNTech,1450781
South Korea,2021/4/29,Johnson&Johnson,11321
South Korea,2021/4/29,Moderna,10157
South Korea,2021/4/29,Oxford/AstraZeneca,1671685
South Korea,2021/4/29,Pfizer/BioNTech,1622157
South Korea,2021/4/30,Johnson&Johnson,12221
South Korea,2021/4/30,Moderna,10219
South Korea,2021/4/30,Oxford/AstraZeneca,1813845
South Korea,2021/4/30,Pfizer/BioNTech,1787167
South Korea,2021/5/1,Johnson&Johnson,12311
South Korea,2021/5/1,Moderna,10259
South Korea,2021/5/1,Oxford/AstraZeneca,1837971
South Korea,2021/5/1,Pfizer/BioNTech,1811110
South Korea,2021/5/2,Johnson&Johnson,12314
South Korea,2021/5/2,Moderna,10280
South Korea,2021/5/2,Oxford/AstraZeneca,1838307
South Korea,2021/5/2,Pfizer/BioNTech,1812762
South Korea,2021/5/3,Johnson&Johnson,12913
South Korea,2021/5/3,Moderna,10324
South Korea,2021/5/3,Oxford/AstraZeneca,1889263
South Korea,2021/5/3,Pfizer/BioNTech,1878782
South Korea,2021/5/4,Johnson&Johnson,13436
South Korea,2021/5/4,Moderna,10398
South Korea,2021/5/4,Oxford/AstraZeneca,1933775
South Korea,2021/5/4,Pfizer/BioNTech,1940536
South Korea,2021/5/5,Johnson&Johnson,13526
South Korea,2021/5/5,Moderna,10664
South Korea,2021/5/5,Oxford/AstraZeneca,1934432
South Korea,2021/5/5,Pfizer/BioNTech,1970767
South Korea,2021/5/6,Johnson&Johnson,13927
South Korea,2021/5/6,Moderna,10716
South Korea,2021/5/6,Oxford/AstraZeneca,1981416
